symbol,LFC,FDR,ID
Vdac1,-0.003577351,1,ENSMUSG00000020402
Fabp6,0.002215381,1,ENSMUSG00000020405
Upp1,0.000448579,1,ENSMUSG00000020407
Slu7,0.002725924,1,ENSMUSG00000020409
Ascc2,0.013730892,1,ENSMUSG00000020412
Hus1,0.001775141,1,ENSMUSG00000020413
Pttg1,-0.06644625,0.875433682,ENSMUSG00000020415
Hormad2,0.003458931,1,ENSMUSG00000020419
Zfp607a,0.009053861,1,ENSMUSG00000020420
Tns3,0.00297863,1,ENSMUSG00000020422
Btg2,0.038960773,0.011406254,ENSMUSG00000020423
Castor1,0.000994688,1,ENSMUSG00000020424
Igfbp3,2.393831655,0.016461844,ENSMUSG00000020427
Igfbp1,-4.50E-05,1,ENSMUSG00000020429
Pes1,-0.004583997,1,ENSMUSG00000020430
Adcy1,0.002812922,1,ENSMUSG00000020431
Tcn2,-0.003498385,1,ENSMUSG00000020432
4921536K21Rik,0.008343306,1,ENSMUSG00000020434
Osbp2,0.024069046,0.579435926,ENSMUSG00000020435
Gabrg2,-0.042561359,0.878853196,ENSMUSG00000020436
Smtn,0.005598761,1,ENSMUSG00000020439
Arf5,0.005100636,1,ENSMUSG00000020440
2310033P09Rik,-0.004925909,1,ENSMUSG00000020441
Guk1,-0.004036903,1,ENSMUSG00000020444
Npc1l1,-0.03794659,0.450595557,ENSMUSG00000020447
Rnf185,-0.000587749,1,ENSMUSG00000020448
Limk2,0.012980557,1,ENSMUSG00000020451
Patz1,0.015635907,1,ENSMUSG00000020453
Eif4enif1,0.000321937,1,ENSMUSG00000020454
Trim11,0.004602123,1,ENSMUSG00000020455
Ogdh,-0.010930373,1,ENSMUSG00000020456
Drg1,-0.005767075,1,ENSMUSG00000020457
Rtn4,0.081118742,0.130693276,ENSMUSG00000020458
Mtif2,-0.006280356,1,ENSMUSG00000020459
Rps27a,0.0300281,1,ENSMUSG00000020460
Clhc1,0.007024823,1,ENSMUSG00000020461
Cfap36,-0.001272244,1,ENSMUSG00000020462
Ppp4r3b,-0.004250257,1,ENSMUSG00000020463
Pnpt1,-0.010538932,1,ENSMUSG00000020464
Efemp1,-0.007424502,1,ENSMUSG00000020467
Myl7,-0.003555445,1,ENSMUSG00000020469
Pold2,-0.004542975,1,ENSMUSG00000020471
Zkscan17,0.005249543,1,ENSMUSG00000020472
Aebp1,-0.003755695,1,ENSMUSG00000020473
Polm,0.002155186,1,ENSMUSG00000020474
Pgam2,0.005282658,1,ENSMUSG00000020475
Dbnl,-0.006783978,1,ENSMUSG00000020476
Mrps24,-0.008543006,1,ENSMUSG00000020477
Ankrd36,0.010209215,1,ENSMUSG00000020481
Ccdc117,-0.008921036,1,ENSMUSG00000020482
Dynll2,0.003427183,1,ENSMUSG00000020483
Xbp1,-0.012142101,1,ENSMUSG00000020484
Supt4a,-0.018311969,1,ENSMUSG00000020485
Septin4,0.011508693,1,ENSMUSG00000020486
Btnl10,-0.001731009,1,ENSMUSG00000020490
2810021J22Rik,-0.003860842,1,ENSMUSG00000020491
Ska2,0.006787335,1,ENSMUSG00000020492
Prr11,0.000350205,1,ENSMUSG00000020493
Smg8,0.000517109,1,ENSMUSG00000020495
Rnf187,-0.003329841,1,ENSMUSG00000020496
Tubd1,-0.001860286,1,ENSMUSG00000020513
Mrpl22,0.000569276,1,ENSMUSG00000020514
Cnot8,-0.020917111,1,ENSMUSG00000020515
Rps6kb1,-0.009134281,1,ENSMUSG00000020516
Sap30l,0.018119727,1,ENSMUSG00000020519
Galnt10,-0.001873199,1,ENSMUSG00000020520
Rnft1,-0.002092972,1,ENSMUSG00000020521
Mfap3,-0.008576192,1,ENSMUSG00000020522
Fam114a2,-0.019839358,1,ENSMUSG00000020523
Gria1,-0.002441685,1,ENSMUSG00000020524
Ppm1d,0.006116741,1,ENSMUSG00000020525
Znhit3,-0.007912276,1,ENSMUSG00000020526
Myo19,0.003342225,1,ENSMUSG00000020527
Prpsap2,0.000942919,1,ENSMUSG00000020528
Ggnbp2,0.006099007,1,ENSMUSG00000020530
Acaca,0.004261234,1,ENSMUSG00000020532
Shmt1,0.007702802,1,ENSMUSG00000020534
Llgl1,0.020510666,1,ENSMUSG00000020536
Drg2,-0.001888517,1,ENSMUSG00000020537
Srebf1,0.003033311,1,ENSMUSG00000020538
Tom1l1,-0.003631228,1,ENSMUSG00000020541
Myocd,0.008521275,0.427586409,ENSMUSG00000020542
Cox11,0.000264093,1,ENSMUSG00000020544
Stxbp4,-0.004427491,1,ENSMUSG00000020546
Bzw2,0.016417332,1,ENSMUSG00000020547
Elac2,0.010299757,1,ENSMUSG00000020549
Pctp,-0.005084068,1,ENSMUSG00000020553
Polr1f,-0.001070892,1,ENSMUSG00000020561
Efcab10,-0.025803286,0.579469481,ENSMUSG00000020562
Atxn7l1,-0.006536268,1,ENSMUSG00000020564
Atp6v1c2,-0.011670421,1,ENSMUSG00000020566
Sypl,-0.015255636,1,ENSMUSG00000020570
Pdia6,-0.026854035,1,ENSMUSG00000020571
Nampt,-0.001142786,1,ENSMUSG00000020572
Pik3cg,0.007236661,0.797210397,ENSMUSG00000020573
Nbas,0.00595369,1,ENSMUSG00000020576
Tspan13,-0.016271046,1,ENSMUSG00000020577
Rock2,0.019644942,1,ENSMUSG00000020580
Laptm4a,0.028604131,1,ENSMUSG00000020585
Cyria,-0.01061692,1,ENSMUSG00000020589
Snx13,-0.007192785,1,ENSMUSG00000020590
Ntsr2,-0.004498715,1,ENSMUSG00000020591
Sdc1,0.015646607,0.859104268,ENSMUSG00000020592
Lpin1,0.000401229,1,ENSMUSG00000020593
Pum2,0.030031854,1,ENSMUSG00000020594
Nrcam,0.040963423,4.26E-05,ENSMUSG00000020598
Rgs9,-0.000512349,1,ENSMUSG00000020599
Slc7a15,-0.008331991,0.930263024,ENSMUSG00000020600
Trib2,-0.028090015,0.867939838,ENSMUSG00000020601
Arsg,0.00398893,1,ENSMUSG00000020604
Hs1bp3,-0.001276721,1,ENSMUSG00000020605
Lratd1,-0.002707251,1,ENSMUSG00000020607
Smc6,0.006991367,1,ENSMUSG00000020608
Apob,0.004340794,1,ENSMUSG00000020609
Amz2,-0.002105942,1,ENSMUSG00000020610
Gna13,-0.001563538,1,ENSMUSG00000020611
Prkar1a,-0.003173033,1,ENSMUSG00000020612
Fam20a,0.011497974,0.011880376,ENSMUSG00000020614
1700012B07Rik,-0.001695266,1,ENSMUSG00000020617
Abca8b,-0.010743791,1,ENSMUSG00000020620
Rdh14,-0.006328879,1,ENSMUSG00000020621
Nt5c1b,0.006939833,1,ENSMUSG00000020622
Map2k6,-0.001752971,1,ENSMUSG00000020623
Klhl29,-0.010989434,1,ENSMUSG00000020627
Trappc12,0.000866699,1,ENSMUSG00000020628
Adi1,-0.00898844,1,ENSMUSG00000020629
Rnaseh1,-0.006993181,1,ENSMUSG00000020630
Dcdc2c,0.001364306,1,ENSMUSG00000020633
Ubxn2a,-0.008003544,1,ENSMUSG00000020634
Fkbp1b,-0.024810086,1,ENSMUSG00000020635
Cmpk2,-0.019022595,1,ENSMUSG00000020638
Pfn4,-0.005326251,1,ENSMUSG00000020639
Itsn2,-0.021867058,1,ENSMUSG00000020640
Rsad2,0.000158602,1,ENSMUSG00000020641
Rnf144a,-0.019253265,1,ENSMUSG00000020642
Id2,-0.059022474,0.515009383,ENSMUSG00000020644
Mboat2,-0.010712115,1,ENSMUSG00000020646
Ncoa1,0.00850093,1,ENSMUSG00000020647
Dus4l,0.004948916,1,ENSMUSG00000020648
Rrm2,-0.006165905,1,ENSMUSG00000020649
Bcap29,-0.009049422,1,ENSMUSG00000020650
Slc26a4,0.005256731,1,ENSMUSG00000020651
Cenpo,0.006684085,1,ENSMUSG00000020652
Klf11,0.00398534,1,ENSMUSG00000020653
Adcy3,0.007434258,1,ENSMUSG00000020654
Grhl1,-0.004005735,1,ENSMUSG00000020656
Dnajc27,-0.000512547,1,ENSMUSG00000020657
Efr3b,0.016787843,1,ENSMUSG00000020658
Cbll1,0.00025335,1,ENSMUSG00000020659
Pomc,0.019177205,0.644092325,ENSMUSG00000020660
Dnmt3a,-0.001361526,1,ENSMUSG00000020661
Dld,-0.009453434,1,ENSMUSG00000020664
Kif3c,0.0239167,1,ENSMUSG00000020668
Sh3yl1,0.002275968,1,ENSMUSG00000020669
Rab10,0.004523025,1,ENSMUSG00000020671
Sntg2,0.003155496,1,ENSMUSG00000020672
Tpo,-0.001979559,1,ENSMUSG00000020673
Pxdn,0.01462997,0.797450977,ENSMUSG00000020674
Ccl11,0.001063693,0.038738823,ENSMUSG00000020676
Ddx52,0.00113186,1,ENSMUSG00000020677
Hnf1b,0.003594718,1,ENSMUSG00000020679
Taf15,0.006213167,1,ENSMUSG00000020680
Ace,0.005926428,1,ENSMUSG00000020681
Mmp28,0.002743383,1,ENSMUSG00000020682
Rasl10b,6.431892466,1.55E-05,ENSMUSG00000020684
Gas2l2,0.003683423,1,ENSMUSG00000020686
Cdc27,-0.002806351,1,ENSMUSG00000020687
Itgb3,-0.002171958,1,ENSMUSG00000020689
Mettl2,0.000885861,1,ENSMUSG00000020691
Nle1,-0.001822013,1,ENSMUSG00000020692
Tlk2,0.003882108,1,ENSMUSG00000020694
Mrc2,-0.003893149,1,ENSMUSG00000020695
Rffl,-0.007897809,1,ENSMUSG00000020696
Lig3,0.005410497,1,ENSMUSG00000020697
Cct6b,-0.006619338,1,ENSMUSG00000020698
Map3k3,0.003012944,1,ENSMUSG00000020700
Tmem132e,-0.019527615,1,ENSMUSG00000020701
Ccl1,-0.000861893,1,ENSMUSG00000020702
5530401A14Rik,0.005516647,1,ENSMUSG00000020703
Asic2,-0.00538969,1,ENSMUSG00000020704
Ddx42,0.001929629,1,ENSMUSG00000020705
Ftsj3,0.003217791,1,ENSMUSG00000020706
Rnf135,-0.001555529,1,ENSMUSG00000020707
Psmc5,0.012563813,1,ENSMUSG00000020708
Adap2,0.000163432,1,ENSMUSG00000020709
Tcam1,0.008417434,1,ENSMUSG00000020712
Gh,-0.000426806,1,ENSMUSG00000020713
Ern1,0.009934931,1,ENSMUSG00000020715
Nf1,0.006477705,1,ENSMUSG00000020716
Pecam1,0.000596158,1,ENSMUSG00000020717
Polg2,-0.012549314,1,ENSMUSG00000020718
Ddx5,-0.014978789,1,ENSMUSG00000020719
Psmd12,0.004668543,1,ENSMUSG00000020720
Helz,-0.002972041,1,ENSMUSG00000020721
Cacng1,-0.002657363,1,ENSMUSG00000020722
Cacng4,-0.008142242,1,ENSMUSG00000020723
Cep112,-0.005404758,1,ENSMUSG00000020728
Rab37,-0.039951579,0.311581436,ENSMUSG00000020732
Slc9a3r1,0.000833184,1,ENSMUSG00000020733
Grin2c,0.00276701,1,ENSMUSG00000020734
Nt5c,-0.020688152,1,ENSMUSG00000020736
Jpt1,1.08647214,0.004093873,ENSMUSG00000020737
Sumo2,0.007306475,1,ENSMUSG00000020738
Nup85,-0.010419685,1,ENSMUSG00000020739
Gga3,0.005161342,1,ENSMUSG00000020740
Cluh,0.006543639,1,ENSMUSG00000020741
Mif4gd,-0.00689524,1,ENSMUSG00000020743
Slc25a19,-0.008785714,1,ENSMUSG00000020744
Pafah1b1,-0.013832247,1,ENSMUSG00000020745
Tmem94,0.011495485,1,ENSMUSG00000020747
Recql5,0.00186737,1,ENSMUSG00000020752
Sap30bp,0.015250316,1,ENSMUSG00000020755
Itgb4,-0.003029678,1,ENSMUSG00000020758
Galk1,-0.010870659,1,ENSMUSG00000020766
Unk,0.004198162,1,ENSMUSG00000020770
Trim47,0.015627665,0.072244584,ENSMUSG00000020773
Aspa,-0.004888313,1,ENSMUSG00000020774
Mrpl38,-0.000149156,1,ENSMUSG00000020775
Fbf1,0.007210841,1,ENSMUSG00000020776
Acox1,0.000732886,1,ENSMUSG00000020777
Ten1,0.007354764,1,ENSMUSG00000020778
Srp68,-0.008911128,1,ENSMUSG00000020780
Tsen54,-0.001822437,1,ENSMUSG00000020781
Llgl2,0.003050172,1,ENSMUSG00000020782
Ncbp3,0.005148047,1,ENSMUSG00000020783
Camkk1,-0.016549809,1,ENSMUSG00000020785
P2rx1,-0.0010747,1,ENSMUSG00000020787
Atp2a3,0.002349223,1,ENSMUSG00000020788
Ankfy1,0.01080915,1,ENSMUSG00000020790
Exoc7,-0.029644403,0.964214613,ENSMUSG00000020792
Galr2,-0.002009347,1,ENSMUSG00000020793
Ube2g1,0.004756453,1,ENSMUSG00000020794
Spns3,0.007197224,0.264915265,ENSMUSG00000020798
Med31,0.012515408,1,ENSMUSG00000020801
Ube2o,0.000547001,1,ENSMUSG00000020802
Txndc17,0.028967199,1,ENSMUSG00000020803
Aanat,0.001233252,1,ENSMUSG00000020804
Slc13a5,0.00786167,0.652288166,ENSMUSG00000020805
Rhbdf2,-0.001834914,1,ENSMUSG00000020806
4933427D14Rik,0.002299384,1,ENSMUSG00000020807
Pimreg,0.001936178,1,ENSMUSG00000020808
Cygb,-0.00542964,1,ENSMUSG00000020810
Wscd1,0.002093944,1,ENSMUSG00000020811
Snhg16,0.007013446,1,ENSMUSG00000020812
Mxra7,0.020884571,1,ENSMUSG00000020814
Rabep1,-0.007740379,1,ENSMUSG00000020817
Mfsd11,-0.006644884,1,ENSMUSG00000020818
Kif1c,0.005408242,1,ENSMUSG00000020821
Sec14l1,-0.001576501,1,ENSMUSG00000020823
Nos2,0.001464937,1,ENSMUSG00000020826
Mink1,-0.008141883,1,ENSMUSG00000020827
Pld2,0.003670506,1,ENSMUSG00000020828
Slc46a1,-0.008490451,1,ENSMUSG00000020829
Vmo1,-0.002128314,1,ENSMUSG00000020830
0610010K14Rik,-0.004905789,1,ENSMUSG00000020831
Eral1,-0.002852797,1,ENSMUSG00000020832
Dhrs13,-0.009334643,1,ENSMUSG00000020834
Coro6,0.005880212,1,ENSMUSG00000020836
Slc6a4,5.183975832,4.32E-05,ENSMUSG00000020838
Tmigd1,-0.000283685,1,ENSMUSG00000020839
Blmh,0.013879205,1,ENSMUSG00000020840
Cpd,0.004709105,1,ENSMUSG00000020841
Timm22,-0.000654934,1,ENSMUSG00000020843
Nxn,0.001543288,1,ENSMUSG00000020844
Rflnb,0.0211663,0.433372104,ENSMUSG00000020846
Rph3al,0.00931305,1,ENSMUSG00000020847
Doc2b,0.008041204,1,ENSMUSG00000020848
Ywhae,-0.093043288,0.556693671,ENSMUSG00000020849
Prpf8,0.010577766,1,ENSMUSG00000020850
Nme2,0.037690178,1,ENSMUSG00000020857
Spag9,-0.01023712,1,ENSMUSG00000020859
Luc7l3,-0.003468872,1,ENSMUSG00000020863
Ankrd40,0.002247134,1,ENSMUSG00000020864
Abcc3,0.007968509,0.865766251,ENSMUSG00000020865
Cacna1g,0.000900385,1,ENSMUSG00000020866
Spata20,-0.009082881,1,ENSMUSG00000020867
Xylt2,-0.008561344,1,ENSMUSG00000020868
Lrrc59,-0.01326583,1,ENSMUSG00000020869
Cdc34b,0.026549057,1,ENSMUSG00000020870
Dlx4,-0.001201943,1,ENSMUSG00000020871
Tac4,-0.003512646,1,ENSMUSG00000020872
Slc35b1,-0.01181,1,ENSMUSG00000020873
Hoxb9,0.005917145,1,ENSMUSG00000020875
Snx11,-0.012910618,1,ENSMUSG00000020876
Scrn2,-0.006884119,1,ENSMUSG00000020877
Lrrc46,-0.001642406,1,ENSMUSG00000020878
Cacnb1,-0.002962992,1,ENSMUSG00000020882
Fbxl20,0.000655038,1,ENSMUSG00000020883
Asgr1,0.00435782,1,ENSMUSG00000020884
Dlg4,0.012444965,1,ENSMUSG00000020886
NA,-0.007368684,1,ENSMUSG00000020887
Dvl2,-0.003850329,1,ENSMUSG00000020888
Nr1d1,-0.012140469,1,ENSMUSG00000020889
Gucy2e,0.018727696,0.941532123,ENSMUSG00000020890
Alox8,0.005352999,1,ENSMUSG00000020891
Aloxe3,0.001639914,1,ENSMUSG00000020892
Per1,0.030974868,0.195694722,ENSMUSG00000020893
Vamp2,-0.008940586,1,ENSMUSG00000020894
Tmem107,-0.029886112,1,ENSMUSG00000020895
Aurkb,0.010525436,0.577585606,ENSMUSG00000020897
Ctc1,0.004640598,1,ENSMUSG00000020898
Pfas,-0.002352076,1,ENSMUSG00000020899
Myh10,0.006879051,1,ENSMUSG00000020900
Pik3r5,0.005593176,1,ENSMUSG00000020901
Ntn1,0.004073609,1,ENSMUSG00000020902
Stx8,-0.002209526,1,ENSMUSG00000020903
Cfap52,-0.005278679,1,ENSMUSG00000020904
Usp43,-0.00845099,1,ENSMUSG00000020905
Myh3,0.003643311,1,ENSMUSG00000020908
Adprm,-0.003755795,1,ENSMUSG00000020910
Krt19,-0.000515997,1,ENSMUSG00000020911
Krt12,0.000923677,1,ENSMUSG00000020912
Krt24,0.006577753,0.36591459,ENSMUSG00000020913
Top2a,0.000828474,1,ENSMUSG00000020914
Acly,-0.010399138,1,ENSMUSG00000020917
Kat2a,0.006260672,1,ENSMUSG00000020918
Stat5b,0.030716144,0.456483109,ENSMUSG00000020919
Tmem101,-0.005384373,1,ENSMUSG00000020921
Lsm12,-0.021504125,1,ENSMUSG00000020922
Ubtf,0.005513934,1,ENSMUSG00000020923
Ccdc43,-0.009523074,1,ENSMUSG00000020925
Adam11,-0.006682741,1,ENSMUSG00000020926
Higd1b,-0.000106409,1,ENSMUSG00000020928
Eftud2,-0.001568263,1,ENSMUSG00000020929
Ccdc103,-0.001597934,1,ENSMUSG00000020930
Gfap,0.004295202,1,ENSMUSG00000020932
Dcakd,-0.002536148,1,ENSMUSG00000020935
Nmt1,0.012051763,1,ENSMUSG00000020936
Plcd3,0.006786944,1,ENSMUSG00000020937
Efcab15,-0.937405938,0.086795094,ENSMUSG00000020940
Map3k14,0.000254819,1,ENSMUSG00000020941
Gosr2,0.004764251,1,ENSMUSG00000020946
Klhl28,-0.003437754,1,ENSMUSG00000020948
Fkbp3,-0.05903602,0.834935846,ENSMUSG00000020949
Scfd1,-0.031954979,1,ENSMUSG00000020952
Coch,0.005202972,1.89E-11,ENSMUSG00000020953
Strn3,0.001677869,1,ENSMUSG00000020954
Ap4s1,-0.028146479,1,ENSMUSG00000020955
Dtd2,-0.003765348,1,ENSMUSG00000020956
Ston2,-0.000394027,1,ENSMUSG00000020961
Gtf2a1,-0.002029675,1,ENSMUSG00000020962
Tshr,-0.001110368,1,ENSMUSG00000020963
Sel1l,-0.001119649,1,ENSMUSG00000020964
Dnaaf2,0.000846122,1,ENSMUSG00000020973
Pole2,0.001497545,1,ENSMUSG00000020974
Klhdc2,-0.007129907,1,ENSMUSG00000020978
Nemf,-0.016954607,1,ENSMUSG00000020982
Sec23a,-0.013087062,1,ENSMUSG00000020986
L2hgdh,-0.001165166,1,ENSMUSG00000020988
Cdkl1,-0.003565125,1,ENSMUSG00000020990
NA,-0.003185389,1,ENSMUSG00000020992
Trappc6b,-0.026865422,1,ENSMUSG00000020993
Pnn,0.003264381,1,ENSMUSG00000020994
Mia2,-0.013715247,1,ENSMUSG00000021000
Galc,0.000583482,1,ENSMUSG00000021003
Spata7,-0.006653079,1,ENSMUSG00000021007
Ptpn21,0.004145141,1,ENSMUSG00000021009
Npas3,0.004881065,1,ENSMUSG00000021010
Zc3h14,-0.017169325,1,ENSMUSG00000021012
Ttc8,-0.01332933,1,ENSMUSG00000021013
Polr2h,-0.001229506,1,ENSMUSG00000021018
Ppp2r3c,-0.002111256,1,ENSMUSG00000021022
Prorp,-0.000489262,1,ENSMUSG00000021023
Psma6,-0.030819114,1,ENSMUSG00000021024
Nfkbia,-0.009836216,1,ENSMUSG00000021025
Ralgapa1,-0.008466231,1,ENSMUSG00000021027
Mbip,-0.013771676,1,ENSMUSG00000021028
Ngb,0.001269223,1,ENSMUSG00000021032
Gstz1,-0.011888298,1,ENSMUSG00000021033
Sptlc2,0.001670049,1,ENSMUSG00000021036
Ahsa1,-0.079005378,1,ENSMUSG00000021037
Vipas39,0.001591081,1,ENSMUSG00000021038
Snw1,-0.018489704,1,ENSMUSG00000021039
Slirp,0.02552285,1,ENSMUSG00000021040
Adck1,-0.006012095,1,ENSMUSG00000021044
Nova1,0.007625462,1,ENSMUSG00000021047
Mthfd1,-0.001932245,1,ENSMUSG00000021048
Ppp2r5e,0.004318663,1,ENSMUSG00000021051
Sgpp1,-0.014692561,1,ENSMUSG00000021054
Esr2,-0.000225255,1,ENSMUSG00000021055
Tex21,-0.000113595,1,ENSMUSG00000021056
Akap5,-0.007782647,1,ENSMUSG00000021057
Sptb,0.000137781,1,ENSMUSG00000021061
Rab15,0.011022318,1,ENSMUSG00000021062
Fut8,-0.006353131,1,ENSMUSG00000021065
Atl1,-0.025505497,1,ENSMUSG00000021066
Sav1,0.013597574,1,ENSMUSG00000021067
Nin,0.00199507,1,ENSMUSG00000021068
Pygl,-0.019064447,1,ENSMUSG00000021069
Bdkrb2,0.004729567,1,ENSMUSG00000021070
Trim9,0.006052837,1,ENSMUSG00000021071
Tmx1,0.003089566,1,ENSMUSG00000021072
Actr10,-0.01173011,1,ENSMUSG00000021076
Tomm20l,0.006983681,1,ENSMUSG00000021078
Timm9,0.002000671,1,ENSMUSG00000021079
Ccdc175,0.005936721,1,ENSMUSG00000021086
Rtn1,0.00991948,1,ENSMUSG00000021087
Lrrc9,0.007847551,1,ENSMUSG00000021090
Serpina3n,-0.005994163,1,ENSMUSG00000021091
Dhrs7,-0.011834325,1,ENSMUSG00000021094
Ppm1a,0.005263685,1,ENSMUSG00000021096
Clmn,-0.003880713,1,ENSMUSG00000021097
4930447C04Rik,-0.004842765,1,ENSMUSG00000021098
Six6,0.003042743,1,ENSMUSG00000021099
NA,0.000131796,1,ENSMUSG00000021101
Glrx5,-0.003799327,1,ENSMUSG00000021102
Mnat1,-0.010316189,1,ENSMUSG00000021103
Prkch,-0.009125963,1,ENSMUSG00000021108
Hif1a,-0.000715338,1,ENSMUSG00000021109
Papola,0.002841777,1,ENSMUSG00000021111
Mpp5,-0.000588944,1,ENSMUSG00000021112
Snapc1,0.002372753,1,ENSMUSG00000021113
Atp6v1d,-0.117450246,0.660538852,ENSMUSG00000021114
Vrk1,-0.003505566,1,ENSMUSG00000021115
Eif2s1,-0.00459525,1,ENSMUSG00000021116
Plek2,-0.002686636,1,ENSMUSG00000021118
Pigh,-0.00911809,1,ENSMUSG00000021120
Rdh12,0.000319706,1,ENSMUSG00000021123
Vti1b,-0.053552208,1,ENSMUSG00000021124
Arg2,-0.005066255,1,ENSMUSG00000021125
Zfp36l1,0.006091746,1,ENSMUSG00000021127
Galnt16,0.003488499,1,ENSMUSG00000021130
Erh,0.064495121,0.841139407,ENSMUSG00000021131
Susd6,0.021842782,1,ENSMUSG00000021133
Srsf5,-0.024513374,1,ENSMUSG00000021134
Smoc1,-0.004593835,1,ENSMUSG00000021136
Gm20498,-0.010071757,1,ENSMUSG00000021139
Pcnx,0.021412363,0.673104573,ENSMUSG00000021140
Pacs2,0.016681029,1,ENSMUSG00000021143
Mta1,-0.000363056,1,ENSMUSG00000021144
Wdr37,0.002635982,1,ENSMUSG00000021147
Gtpbp4,0.013589007,1,ENSMUSG00000021149
Zmynd11,-0.001975143,1,ENSMUSG00000021156
Esyt2,0.003411878,1,ENSMUSG00000021171
Cdca7l,0.002105414,1,ENSMUSG00000021175
Efcab11,-0.000717032,1,ENSMUSG00000021176
Tdp1,0.000874622,1,ENSMUSG00000021177
Psmc1,-0.015993733,1,ENSMUSG00000021178
Nrde2,-0.00133706,1,ENSMUSG00000021179
Rps6ka5,-0.008149835,1,ENSMUSG00000021180
Ccdc88c,-0.009390417,1,ENSMUSG00000021182
Dglucy,0.000583146,1,ENSMUSG00000021185
Fbln5,0.001569531,1,ENSMUSG00000021186
Tc2n,-0.001898189,1,ENSMUSG00000021187
Trip11,0.000355942,1,ENSMUSG00000021188
Atxn3,-0.003725296,1,ENSMUSG00000021189
Lgmn,-0.031574139,0.880568074,ENSMUSG00000021190
Golga5,-0.005952409,1,ENSMUSG00000021192
Pitrm1,0.00361377,1,ENSMUSG00000021193
Chga,-0.003215464,1,ENSMUSG00000021194
Pfkp,-0.004906958,1,ENSMUSG00000021196
Unc79,-0.007315637,1,ENSMUSG00000021198
Asb2,0.001945934,1,ENSMUSG00000021200
Otub2,0.010281823,1,ENSMUSG00000021203
Ifi27l2b,-0.003595235,1,ENSMUSG00000021208
Ppp4r4,0.000939929,1,ENSMUSG00000021209
Akr1c13,0.001150247,1,ENSMUSG00000021213
Net1,0.008933265,0.96455449,ENSMUSG00000021215
Tshz3,-0.012358679,1,ENSMUSG00000021217
Gdi2,-0.204000799,0.235632199,ENSMUSG00000021218
Rgs6,-0.005052027,1,ENSMUSG00000021219
Dpf3,0.000473114,1,ENSMUSG00000021221
Dcaf4,-0.017096909,1,ENSMUSG00000021222
Papln,-0.000359202,1,ENSMUSG00000021223
Numb,-0.004355836,1,ENSMUSG00000021224
Acot2,0.001574006,1,ENSMUSG00000021226
Acot3,-0.001505481,1,ENSMUSG00000021228
Fam161b,0.011082238,1,ENSMUSG00000021234
Coq6,-3.00E-05,1,ENSMUSG00000021235
Entpd5,-0.010876713,1,ENSMUSG00000021236
Aldh6a1,-0.028425273,1,ENSMUSG00000021238
Vsx2,0.002597632,1,ENSMUSG00000021239
Abcd4,-1.14E-05,1,ENSMUSG00000021240
Isca2,-0.010046731,1,ENSMUSG00000021241
Npc2,-0.01225128,1,ENSMUSG00000021242
Fcf1,0.010561758,1,ENSMUSG00000021243
Ylpm1,0.00325199,1,ENSMUSG00000021244
Mlh3,-0.004349902,1,ENSMUSG00000021245
Tmed10,-0.026005182,1,ENSMUSG00000021248
Fos,-0.011875978,1,ENSMUSG00000021250
Erg28,-0.001241758,1,ENSMUSG00000021252
Tgfb3,-0.006909253,1,ENSMUSG00000021253
Gpatch2l,0.006230193,1,ENSMUSG00000021254
Esrrb,0.004434,1,ENSMUSG00000021255
Vash1,-0.005369886,1,ENSMUSG00000021256
Angel1,-0.008975599,1,ENSMUSG00000021257
Ccnk,0.000283879,1,ENSMUSG00000021258
Cyp46a1,-0.001610283,1,ENSMUSG00000021259
Hhipl1,0.012769972,0.510641214,ENSMUSG00000021260
Evl,0.007200499,1,ENSMUSG00000021262
Degs2,0.012928238,1,ENSMUSG00000021263
Yy1,0.006754197,1,ENSMUSG00000021264
Slc25a29,0.002016217,1,ENSMUSG00000021265
Wars,0.009724202,1,ENSMUSG00000021266
Meg3,0.020982903,1,ENSMUSG00000021268
Hsp90aa1,0.111131367,0.697851446,ENSMUSG00000021270
Zfp839,-0.001522757,1,ENSMUSG00000021271
Fdft1,-0.015249079,1,ENSMUSG00000021273
Tecpr2,-0.005361507,1,ENSMUSG00000021275
Cinp,-0.006187913,1,ENSMUSG00000021276
Traf3,0.000184648,1,ENSMUSG00000021277
Amn,-0.003048721,1,ENSMUSG00000021278
Cdc42bpb,0.01525328,1,ENSMUSG00000021279
Exoc3l4,0.013273372,1,ENSMUSG00000021280
Tnfaip2,0.020236481,0.921489047,ENSMUSG00000021281
Eif5,0.047410703,1,ENSMUSG00000021282
Ppp1r13b,0.006336484,1,ENSMUSG00000021285
Zfyve21,0.007098146,1,ENSMUSG00000021286
Xrcc3,0.000542487,1,ENSMUSG00000021287
Klc1,0.00341279,1,ENSMUSG00000021288
Atp5mpl,-0.077015831,1,ENSMUSG00000021290
Kif26a,0.004446433,1,ENSMUSG00000021294
Hecw1,-0.010666109,1,ENSMUSG00000021301
Ggps1,-0.007632102,1,ENSMUSG00000021302
Gng4,0.024294531,0.297053121,ENSMUSG00000021303
Gpr137b,0.007825036,1,ENSMUSG00000021306
Mtr,0.007518576,1,ENSMUSG00000021311
Ryr2,0.012821804,0.789718903,ENSMUSG00000021313
Amph,-0.017696965,1,ENSMUSG00000021314
Gli3,0.002551228,1,ENSMUSG00000021318
