symbol,LCF,FDR,ID
Lrrc6,-0.007972446,0.913711735,ENSMUSG00000022375
Adcy8,-0.00141323,0.911800262,ENSMUSG00000022376
Asap1,-0.161280199,1,ENSMUSG00000022377
Cyrib,0.080541647,1,ENSMUSG00000022378
Wnt7b,0.016456296,1,ENSMUSG00000022382
Ppara,0.070732312,0.299778577,ENSMUSG00000022383
Gtse1,-0.033029781,0.832241193,ENSMUSG00000022385
Trmu,-0.076429069,1,ENSMUSG00000022386
Brd1,-0.174184446,1,ENSMUSG00000022387
Ttll8,-0.02671496,1,ENSMUSG00000022388
Tef,0.373101612,0.67811581,ENSMUSG00000022389
Zc3h7b,-0.022706954,1,ENSMUSG00000022390
Rangap1,0.053411164,1,ENSMUSG00000022391
L3mbtl2,-0.099468099,1,ENSMUSG00000022394
Rbx1,0.087564269,1,ENSMUSG00000022400
Xpnpep3,0.106776684,1,ENSMUSG00000022401
St13,-0.150309786,1,ENSMUSG00000022403
Slc25a17,0.061602986,1,ENSMUSG00000022404
Adsl,-0.047298057,1,ENSMUSG00000022407
Fam83f,-0.016471724,1,ENSMUSG00000022408
Mief1,-0.076721765,1,ENSMUSG00000022412
Tab1,0.08897756,0.997673787,ENSMUSG00000022414
Syngr1,-0.032643527,1,ENSMUSG00000022415
Cacna1i,-0.031151996,1,ENSMUSG00000022416
Deptor,-0.174844326,1,ENSMUSG00000022419
Dnal4,0.051906153,1,ENSMUSG00000022420
Nptxr,0.110403339,1,ENSMUSG00000022421
Dscc1,-0.008826318,0.879373524,ENSMUSG00000022422
Enpp2,-0.079106405,1,ENSMUSG00000022425
Josd1,0.071786469,1,ENSMUSG00000022426
Tomm22,0.226601725,1,ENSMUSG00000022427
Cby1,-0.036383308,1,ENSMUSG00000022428
Dmc1,-0.187883356,0.082625132,ENSMUSG00000022429
Ribc2,0.029850978,0.530832584,ENSMUSG00000022431
Smc1b,0.109975785,0.545793548,ENSMUSG00000022432
Csnk1e,0.163582185,1,ENSMUSG00000022433
Fam118a,-0.026139728,1,ENSMUSG00000022434
Sh3bp1,-0.051515172,0.319942173,ENSMUSG00000022436
Samm50,-0.261607835,0.961418031,ENSMUSG00000022437
Parvb,-0.004738358,1,ENSMUSG00000022438
Parvg,0.016981481,0.000247957,ENSMUSG00000022439
C1qtnf6,0.074983785,0.338171908,ENSMUSG00000022440
Efcab6,0.044113746,0.786539312,ENSMUSG00000022441
Ttll1,-0.075637642,1,ENSMUSG00000022442
Myh9,-0.07165283,1,ENSMUSG00000022443
Cyp2d26,-0.031476515,0.620532188,ENSMUSG00000022445
Adamts20,-0.045244862,0.56853339,ENSMUSG00000022449
Ndufa6,0.046972195,1,ENSMUSG00000022450
Twf1,-0.212052156,1,ENSMUSG00000022451
Smdt1,0.216435908,1,ENSMUSG00000022452
Naga,0.154376419,1,ENSMUSG00000022453
Nell2,-0.027081114,1,ENSMUSG00000022454
Septin3,0.101241423,1,ENSMUSG00000022456
Slc38a2,0.271887234,1,ENSMUSG00000022462
Srebf2,-0.04043626,1,ENSMUSG00000022463
Slc38a4,0.073991331,0.575740035,ENSMUSG00000022464
Rpap3,0.026286641,1,ENSMUSG00000022466
Rapgef3,-0.030969638,0.733885822,ENSMUSG00000022469
Xrcc6,0.121160901,1,ENSMUSG00000022471
Desi1,0.347149402,0.663602794,ENSMUSG00000022472
Pmm1,-0.141488175,1,ENSMUSG00000022474
Hdac7,0.101261591,0.782209748,ENSMUSG00000022475
Polr3h,-0.003652045,1,ENSMUSG00000022476
Aco2,-0.329443996,0.862075958,ENSMUSG00000022477
Vdr,0.087110136,0.387721074,ENSMUSG00000022479
Col2a1,-0.153417965,0.109197118,ENSMUSG00000022483
Hoxc10,0.111896111,1,ENSMUSG00000022484
Hoxc5,-0.00503134,1,ENSMUSG00000022485
Gtsf1,-0.136807647,0.378725134,ENSMUSG00000022487
Nckap1l,-0.027192247,1,ENSMUSG00000022488
Pde1b,0.159148226,0.484958431,ENSMUSG00000022489
Ppp1r1a,-0.19432732,0.951666404,ENSMUSG00000022490
Shisa9,0.092411727,0.512017714,ENSMUSG00000022494
Txndc11,-0.154302375,1,ENSMUSG00000022498
Litaf,0.109595761,1,ENSMUSG00000022500
Nubp1,-0.21541628,1,ENSMUSG00000022503
Ciita,-0.11505144,0.219753934,ENSMUSG00000022504
Emp2,0.036427325,1,ENSMUSG00000022505
1810013L24Rik,0.033896081,1,ENSMUSG00000022507
Bcl6,0.139938118,1,ENSMUSG00000022508
Trp63,-0.001419205,0.907011509,ENSMUSG00000022510
Cldn1,-0.043013925,0.125040404,ENSMUSG00000022512
Il1rap,-0.125619013,0.219753934,ENSMUSG00000022514
Anks3,0.243637593,0.602999109,ENSMUSG00000022515
Nudt16l1,-0.316507041,0.889870512,ENSMUSG00000022516
Mgrn1,0.051827197,1,ENSMUSG00000022517
4930562C15Rik,-0.029839984,0.805079064,ENSMUSG00000022518
Srl,-0.098201594,0.119707585,ENSMUSG00000022519
Crebbp,-0.085606131,1,ENSMUSG00000022521
Fgf12,-0.957892907,0.143818471,ENSMUSG00000022523
Plaat1,0.044661206,0.816368449,ENSMUSG00000022525
Zfp251,-0.01432902,1,ENSMUSG00000022526
Hes1,0.248744451,0.923711922,ENSMUSG00000022528
Zfp263,-0.161280013,1,ENSMUSG00000022529
Atp13a3,0.108446021,1,ENSMUSG00000022533
Glyr1,0.001203015,1,ENSMUSG00000022536
Tmem44,-0.019539658,0.920419635,ENSMUSG00000022537
Lsg1,-0.06446357,1,ENSMUSG00000022538
Rogdi,-0.025938606,1,ENSMUSG00000022540
4930451G09Rik,-0.093888276,0.825735464,ENSMUSG00000022543
Eef2kmt,0.013940832,1,ENSMUSG00000022544
Ercc4,-0.082796621,1,ENSMUSG00000022545
Gpt,0.121479159,0.52546344,ENSMUSG00000022546
Apod,-0.120628742,1,ENSMUSG00000022548
Adck5,-0.13614241,1,ENSMUSG00000022550
Cyc1,-0.078831807,1,ENSMUSG00000022551
Sharpin,0.039242526,1,ENSMUSG00000022552
Maf1,-0.09007157,1,ENSMUSG00000022553
Hgh1,-0.039611692,1,ENSMUSG00000022554
Dgat1,-0.025273154,1,ENSMUSG00000022555
Hsf1,0.054806344,1,ENSMUSG00000022556
Bop1,-0.006338049,1,ENSMUSG00000022557
Mroh1,-0.068426721,1,ENSMUSG00000022558
Fbxl6,-0.197668014,0.264019136,ENSMUSG00000022559
Slc52a2,-0.914028701,0.120656345,ENSMUSG00000022560
Gpaa1,0.07030539,1,ENSMUSG00000022561
Oplah,0.187169699,1,ENSMUSG00000022562
Grina,0.039580464,1,ENSMUSG00000022564
Plec,0.185090228,1,ENSMUSG00000022565
Scrib,-0.000301179,1,ENSMUSG00000022568
Gfus,-0.023840677,1,ENSMUSG00000022570
Pycrl,0.125928447,1,ENSMUSG00000022571
Naprt,0.055089337,0.58287256,ENSMUSG00000022574
Gsdmd,0.100474207,0.257786028,ENSMUSG00000022575
Ly6h,-0.073171783,1,ENSMUSG00000022577
Gpihbp1,5.476353379,0.017039938,ENSMUSG00000022579
Rhpn1,-0.144858465,0.091955249,ENSMUSG00000022580
Ly6g,6.312296981,0.010245608,ENSMUSG00000022582
Ly6c2,-0.004481538,2.21E-06,ENSMUSG00000022584
Ly6e,0.315420553,0.05421673,ENSMUSG00000022587
NA,-0.031135965,1,ENSMUSG00000022591
Lynx1,0.047635691,1,ENSMUSG00000022594
Lypd2,-0.000717979,0.787958208,ENSMUSG00000022595
Slurp1,0.288929303,0.16388054,ENSMUSG00000022596
Zbtb11,0.12445131,1,ENSMUSG00000022601
Arc,0.08464095,0.346903342,ENSMUSG00000022602
Cep97,-0.329677815,0.574280912,ENSMUSG00000022604
Ptk2,0.051369232,1,ENSMUSG00000022607
Mapk12,-0.304641526,0.733595983,ENSMUSG00000022610
Lmf2,-0.013762785,1,ENSMUSG00000022614
Tymp,-0.061002189,0.860367932,ENSMUSG00000022615
Chkb,-0.010902198,1,ENSMUSG00000022617
Mapk8ip2,-0.032513239,1,ENSMUSG00000022619
Arsa,-0.032261994,1,ENSMUSG00000022620
Rabl2,-0.020478017,1,ENSMUSG00000022621
Acr,-0.008957745,0.863981721,ENSMUSG00000022622
Shank3,-0.132616919,0.185865992,ENSMUSG00000022623
Kif21a,-0.015946493,1,ENSMUSG00000022629
Yaf2,0.063890193,1,ENSMUSG00000022634
Zcrb1,0.143444064,1,ENSMUSG00000022635
Alcam,0.007514823,1,ENSMUSG00000022636
Cblb,0.051305804,1,ENSMUSG00000022637
NA,0.028810104,1,ENSMUSG00000022639
Bbx,0.038616596,1,ENSMUSG00000022641
Morc1,-3.464691757,0.007645982,ENSMUSG00000022652
Nectin3,0.127101062,1,ENSMUSG00000022656
Cd96,0.068636123,0.76785757,ENSMUSG00000022657
Tagln3,-0.066397936,1,ENSMUSG00000022658
Cd200,-0.027359544,1,ENSMUSG00000022661
Atg3,-0.1046249,1,ENSMUSG00000022663
Slc35a5,-0.263326318,1,ENSMUSG00000022664
Ccdc80,-0.03939984,1,ENSMUSG00000022665
Gtpbp8,-0.039401224,1,ENSMUSG00000022668
Mzt2,-0.185905933,1,ENSMUSG00000022671
Prkdc,-0.049570399,1,ENSMUSG00000022672
Mcm4,-0.041629708,1,ENSMUSG00000022673
Ube2v2,0.091894539,1,ENSMUSG00000022674
Snai2,0.128256925,0.010838385,ENSMUSG00000022676
Cep20,0.075925542,1,ENSMUSG00000022677
Nde1,0.04946651,1,ENSMUSG00000022678
Mpv17l,-0.155315434,1,ENSMUSG00000022679
Pdxdc1,-0.279609109,0.750911248,ENSMUSG00000022680
Ntan1,-0.083526166,1,ENSMUSG00000022681
Rrn3,-0.282642361,0.907087874,ENSMUSG00000022682
Bfar,-0.067510213,1,ENSMUSG00000022684
Parn,-0.306167378,0.609444787,ENSMUSG00000022685
B3gnt5,-0.023579161,0.860498231,ENSMUSG00000022686
Boc,-0.120230791,0.860498231,ENSMUSG00000022687
Sidt1,-0.026429566,1,ENSMUSG00000022696
Naa50,-0.025059085,1,ENSMUSG00000022698
Ccdc191,0.04689617,1,ENSMUSG00000022701
Hira,0.27986568,0.294626131,ENSMUSG00000022702
Qtrt2,-0.001472633,1,ENSMUSG00000022704
Drd3,-0.004492648,1,ENSMUSG00000022705
Mrpl40,0.283489513,0.870659922,ENSMUSG00000022706
Gbe1,0.018494369,1,ENSMUSG00000022707
Zbtb20,-0.037517828,1,ENSMUSG00000022708
Usp7,-0.147260416,1,ENSMUSG00000022710
Pmm2,0.104426422,1,ENSMUSG00000022711
Tmem114,-0.029252722,0.846039491,ENSMUSG00000022715
Dgcr8,-0.026109881,1,ENSMUSG00000022718
Trmt2a,0.202332005,1,ENSMUSG00000022721
Arl6,-0.077264451,1,ENSMUSG00000022722
Crybg3,0.193556473,1,ENSMUSG00000022723
Riox2,0.120001094,1,ENSMUSG00000022724
Gsc2,-0.007121053,1,ENSMUSG00000022738
Cpox,-0.231740298,0.846581506,ENSMUSG00000022742
Cldnd1,0.102136125,1,ENSMUSG00000022744
St3gal6,-0.202190107,1,ENSMUSG00000022747
Cmss1,0.021234265,1,ENSMUSG00000022748
Tbc1d23,-0.010653854,1,ENSMUSG00000022749
Klhl22,-0.085255506,1,ENSMUSG00000022750
Nit2,0.726549388,0.341993726,ENSMUSG00000022751
Tomm70a,-0.000534982,1,ENSMUSG00000022752
Tmem30c,-0.121368614,0.358172485,ENSMUSG00000022753
Tmem45a,0.025051867,1,ENSMUSG00000022754
Slc7a4,-0.087588731,1,ENSMUSG00000022756
Tfg,-0.233043484,1,ENSMUSG00000022757
P2rx6,-0.072058618,1,ENSMUSG00000022758
Lrrc74b,-0.042690613,1,ENSMUSG00000022759
Thap7,0.026344507,1,ENSMUSG00000022760
Lztr1,0.072494481,1,ENSMUSG00000022761
Ncam2,0.014306986,1,ENSMUSG00000022762
Aifm3,-0.21103303,0.053314413,ENSMUSG00000022763
Snap29,0.010624105,1,ENSMUSG00000022765
Serpind1,0.063442446,0.317397903,ENSMUSG00000022766
Ccdc116,0.070026033,1,ENSMUSG00000022768
Sdf2l1,0.051516418,1,ENSMUSG00000022769
Dlg1,-1.844279826,0.012141977,ENSMUSG00000022770
Ppil2,-0.15625594,1,ENSMUSG00000022771
Senp5,-0.144925661,1,ENSMUSG00000022772
Ypel1,0.035784064,1,ENSMUSG00000022773
Ncbp2,-0.056488717,1,ENSMUSG00000022774
Top3b,0.078056814,1,ENSMUSG00000022779
Meltf,-0.058539969,0.489817757,ENSMUSG00000022780
Pak2,-0.062418757,1,ENSMUSG00000022781
Spag6l,-0.145131283,0.068369529,ENSMUSG00000022783
Wdr53,0.00737251,1,ENSMUSG00000022787
Fgd4,-0.109870191,1,ENSMUSG00000022788
Dnm1l,-0.248014646,1,ENSMUSG00000022789
Igsf11,0.149809169,0.561555462,ENSMUSG00000022790
Tnk2,-0.008623588,1,ENSMUSG00000022791
Yars2,-0.066879181,1,ENSMUSG00000022792
B4galt4,-0.027956246,1,ENSMUSG00000022793
Tfrc,0.005019561,1,ENSMUSG00000022797
Arhgap31,0.175012908,0.866597957,ENSMUSG00000022799
Fyttd1,0.221642839,1,ENSMUSG00000022800
Lrch3,0.006511454,1,ENSMUSG00000022801
Lmln,-0.041803499,1,ENSMUSG00000022802
Popdc2,-0.096310426,0.033642067,ENSMUSG00000022803
Cfap91,-0.041316779,0.872361304,ENSMUSG00000022805
Osbpl11,-0.03825945,1,ENSMUSG00000022807
Snx4,0.023934753,1,ENSMUSG00000022808
Nr1i2,-0.06313564,0.697285532,ENSMUSG00000022809
Zfp148,-0.024605741,1,ENSMUSG00000022811
Gsk3b,-0.043542721,1,ENSMUSG00000022812
Umps,0.066089035,1,ENSMUSG00000022814
Fstl1,0.106038225,1,ENSMUSG00000022816
Itgb5,0.092545609,1,ENSMUSG00000022817
Ndufb4,-0.065454754,1,ENSMUSG00000022820
Hgd,0.083811205,1,ENSMUSG00000022821
Abcc5,-0.113956012,1,ENSMUSG00000022822
Muc13,0.044345506,1,ENSMUSG00000022824
Rabl3,-0.013025943,1,ENSMUSG00000022827
Gtf2e1,0.002446492,1,ENSMUSG00000022828
Stxbp5l,-0.155521365,0.368894462,ENSMUSG00000022829
Hcls1,0.04544954,0.721193632,ENSMUSG00000022831
Ropn1,-0.006700126,0.914063834,ENSMUSG00000022832
Ccdc14,0.107944912,0.610212171,ENSMUSG00000022833
Mylk,-0.059995874,1,ENSMUSG00000022836
Iqcb1,0.069240091,1,ENSMUSG00000022837
Eaf2,-0.171529126,0.025428951,ENSMUSG00000022838
Adcy5,-0.002462852,1,ENSMUSG00000022840
Ap2m1,0.025768807,1,ENSMUSG00000022841
Ece2,0.141761194,0.742322851,ENSMUSG00000022842
Clcn2,-0.02032496,1,ENSMUSG00000022843
Pdia5,0.123510029,1,ENSMUSG00000022844
Slc49a4,0.100134373,1,ENSMUSG00000022848
Hspbap1,0.231503888,0.741748147,ENSMUSG00000022849
Ehhadh,-0.074123342,0.5636467,ENSMUSG00000022853
Senp2,-0.27877799,0.846581506,ENSMUSG00000022855
Tmem41a,0.098189597,1,ENSMUSG00000022856
Tra2b,-0.131852558,1,ENSMUSG00000022858
Chodl,-0.002364234,0.094864301,ENSMUSG00000022860
Dgkg,-0.223786699,0.644146104,ENSMUSG00000022861
Btg3,-0.102374926,1,ENSMUSG00000022863
D16Ertd472e,0.05406787,0.866376894,ENSMUSG00000022864
Cxadr,-0.035140011,0.894641296,ENSMUSG00000022865
Usp25,0.063185795,1,ENSMUSG00000022867
Fetub,0.059919467,0.644325624,ENSMUSG00000022871
Kng1,-0.004222751,1,ENSMUSG00000022875
Samsn1,-0.012496004,1,ENSMUSG00000022876
Hrg,0.023446567,0.948565155,ENSMUSG00000022877
Adipoq,-0.004037078,1,ENSMUSG00000022878
Rfc4,0.029519943,1,ENSMUSG00000022881
Robo1,-0.084282136,0.69513175,ENSMUSG00000022883
Eif4a2,-0.268774082,0.672962543,ENSMUSG00000022884
St6gal1,-0.012852782,1,ENSMUSG00000022885
Masp1,0.059670261,1,ENSMUSG00000022887
Mrpl39,-0.115101415,1,ENSMUSG00000022889
Atp5j,-0.014189749,1,ENSMUSG00000022890
App,0.007441324,1,ENSMUSG00000022892
Adamts1,0.165390416,0.651622621,ENSMUSG00000022893
Adamts5,-0.072550333,1,ENSMUSG00000022894
Ets2,0.021972223,1,ENSMUSG00000022895
Dyrk1a,-0.402746955,0.63836881,ENSMUSG00000022897
Vps26c,0.033132269,1,ENSMUSG00000022898
Slc15a2,0.095113941,0.674781046,ENSMUSG00000022899
Cd86,0.085197698,0.920263387,ENSMUSG00000022901
Kpna1,0.027799384,1,ENSMUSG00000022905
Parp9,0.084787934,1,ENSMUSG00000022906
Arl13b,0.05884831,1,ENSMUSG00000022911
Pros1,0.163689597,1,ENSMUSG00000022912
Psmg1,-0.06626609,1,ENSMUSG00000022913
Brwd1,-0.052435795,1,ENSMUSG00000022914
Grik1,-2.113972687,0.012830643,ENSMUSG00000022935
Fam3b,0.014257481,1,ENSMUSG00000022938
Pigp,-0.046549281,1,ENSMUSG00000022940
Chaf1b,-0.059837832,0.962241101,ENSMUSG00000022945
Dop1b,-0.125521894,1,ENSMUSG00000022946
Cbr3,0.04187325,1,ENSMUSG00000022947
Setd4,0.876568835,0.298462618,ENSMUSG00000022948
Rcan1,-0.073813809,1,ENSMUSG00000022951
Runx1,0.023748489,1,ENSMUSG00000022952
Atp5o,-0.094168966,1,ENSMUSG00000022956
Itsn1,-0.164695863,1,ENSMUSG00000022957
Donson,0.518448586,0.638035141,ENSMUSG00000022960
Son,0.029221563,1,ENSMUSG00000022961
Gart,0.016984077,1,ENSMUSG00000022962
Tmem50b,-0.422465868,0.673066359,ENSMUSG00000022964
Ifngr2,-0.010347101,1,ENSMUSG00000022965
Ifnar1,-0.126089454,1,ENSMUSG00000022967
Il10rb,0.012636338,1,ENSMUSG00000022969
Ifnar2,-0.117827139,1,ENSMUSG00000022971
Cfap298,-0.019422127,1,ENSMUSG00000022972
Synj1,-0.17602871,1,ENSMUSG00000022973
Paxbp1,0.233224715,0.73973689,ENSMUSG00000022974
Mis18a,0.597377542,0.561187421,ENSMUSG00000022978
Sod1,0.021966273,1,ENSMUSG00000022982
Scaf4,0.087211704,1,ENSMUSG00000022983
Krt75,-0.128703547,0.014665775,ENSMUSG00000022986
Zfp641,0.291363243,0.214104099,ENSMUSG00000022987
Lalba,-0.015606939,1,ENSMUSG00000022991
Kansl2,0.070413805,1,ENSMUSG00000022992
Tex49,0.127028311,0.094454725,ENSMUSG00000022993
Adcy6,-0.084160011,0.843174907,ENSMUSG00000022994
Enah,0.055714833,1,ENSMUSG00000022995
Wnt10b,-0.016048944,1,ENSMUSG00000022996
Lmbr1l,-0.282362908,0.109097258,ENSMUSG00000022999
Dhh,-0.078877156,1,ENSMUSG00000023000
Tuba1b,0.02497217,1,ENSMUSG00000023004
Prpf40b,-0.732645575,0.278691814,ENSMUSG00000023007
Fmnl3,0.141034862,0.704175723,ENSMUSG00000023008
Nckap5l,0.102029192,0.790409852,ENSMUSG00000023009
Tmbim6,0.042802343,1,ENSMUSG00000023010
Faim2,-0.030785179,1,ENSMUSG00000023011
Aqp2,0.001927337,1,ENSMUSG00000023013
Racgap1,0.499284911,0.21975426,ENSMUSG00000023015
Asic1,0.002352683,1,ENSMUSG00000023017
Smarcd1,0.027339317,1,ENSMUSG00000023018
Gpd1,0.021342398,0.916837568,ENSMUSG00000023019
Cox14,-0.09726487,1,ENSMUSG00000023020
Cers5,-0.027695976,1,ENSMUSG00000023021
Lima1,0.188243522,0.797966071,ENSMUSG00000023022
Larp4,-0.229783159,1,ENSMUSG00000023025
Dip2b,-0.101370784,1,ENSMUSG00000023026
Atf1,0.056961449,0.973745673,ENSMUSG00000023027
Slc11a2,0.350788863,0.404592726,ENSMUSG00000023030
Cela1,0.219571881,0.343035057,ENSMUSG00000023031
Slc4a8,0.24062524,0.380302001,ENSMUSG00000023032
Scn8a,-0.043939408,1,ENSMUSG00000023033
Nr4a1,-0.057819878,1,ENSMUSG00000023034
Pcdhgc4,0.120458363,0.391968412,ENSMUSG00000023036
Krt7,0.042202536,1,ENSMUSG00000023039
Csad,-0.252811991,0.59363551,ENSMUSG00000023044
Soat2,-0.048395237,0.866376894,ENSMUSG00000023045
Igfbp6,0.021028899,1,ENSMUSG00000023046
Amhr2,-0.022930757,8.30E-09,ENSMUSG00000023047
Prr13,0.321907236,0.778873181,ENSMUSG00000023048
Map3k12,0.04297089,1,ENSMUSG00000023050
Tarbp2,0.086980376,1,ENSMUSG00000023051
Calcoco1,-0.24355825,1,ENSMUSG00000023055
Sncg,-0.221737127,1,ENSMUSG00000023064
Rttn,0.104943602,0.87300083,ENSMUSG00000023066
Cdkn1a,1.609287963,0.010517019,ENSMUSG00000023067
Nus1,-0.066935913,1,ENSMUSG00000023068
Cep89,0.133424649,0.920043503,ENSMUSG00000023072
Slc10a2,-0.005954617,1,ENSMUSG00000023073
Mospd1,0.020813407,1,ENSMUSG00000023074
Akirin1,0.066353995,1,ENSMUSG00000023075
Gtf2ird1,0.153143963,0.911519635,ENSMUSG00000023079
H2-M10.2,-0.047719114,0.741555619,ENSMUSG00000023083
Lrrc71,-0.150807555,0.243931612,ENSMUSG00000023084
Noct,0.532860539,0.267517937,ENSMUSG00000023087
Abcc1,-0.011159653,1,ENSMUSG00000023088
Ndufa5,-0.070981081,1,ENSMUSG00000023089
Fhl1,-0.058518787,1,ENSMUSG00000023092
Msrb2,-0.033713431,1,ENSMUSG00000023094
Rfc2,-0.027230582,1,ENSMUSG00000023104
Denr,0.105815,1,ENSMUSG00000023106
Prmt5,0.092332347,1,ENSMUSG00000023110
Sympk,-0.004860743,1,ENSMUSG00000023118
Ldc1,-0.047999495,1,ENSMUSG00000023120
Nagpa,0.018766073,1,ENSMUSG00000023143
Get1,-0.073239192,1,ENSMUSG00000023147
Ivns1abp,0.104632686,1,ENSMUSG00000023150
Rpp14,0.028470263,1,ENSMUSG00000023156
Slc38a1,0.341732409,0.684362842,ENSMUSG00000023169
Gps2,0.038969,1,ENSMUSG00000023170
Bsg,-0.071907003,1,ENSMUSG00000023175
Vwa5a,-0.00548119,1,ENSMUSG00000023186
P3h3,-0.145239568,0.261748182,ENSMUSG00000023191
Grm2,0.090694123,0.684562379,ENSMUSG00000023192
Il15ra,0.240274417,0.884689607,ENSMUSG00000023206
Epb42,-0.008555115,1,ENSMUSG00000023216
Serping1,-2.219844535,0.005907364,ENSMUSG00000023224
Serinc2,-0.037926558,1,ENSMUSG00000023232
Ccl25,0.087824214,1,ENSMUSG00000023235
Scg5,-0.044418303,1,ENSMUSG00000023236
Kcnk5,-0.037625104,3.32E-10,ENSMUSG00000023243
Parp3,-0.013799428,1,ENSMUSG00000023249
Slc26a6,0.060522808,0.896819089,ENSMUSG00000023259
Acy1,0.042051656,1,ENSMUSG00000023262
Frs3,0.007289542,1,ENSMUSG00000023266
Gabrr2,-0.013744389,1,ENSMUSG00000023267
Creld2,0.00503655,1,ENSMUSG00000023272
Cd4,-0.045476873,9.03E-16,ENSMUSG00000023274
Twf2,0.035163907,1,ENSMUSG00000023277
Bmp15,0.024458728,1,ENSMUSG00000023279
Zfp605,0.165995996,0.903700351,ENSMUSG00000023284
Ube2j2,0.023080473,1,ENSMUSG00000023286
Marchf5,0.115395752,1,ENSMUSG00000023307
Ache,-0.06481343,1,ENSMUSG00000023328
Dtwd1,0.123043102,1,ENSMUSG00000023330
Gcm1,-0.016889531,1,ENSMUSG00000023333
Wfdc1,-0.057452199,0.146006314,ENSMUSG00000023336
Mx2,0.03205676,1,ENSMUSG00000023341
Poc1a,0.059564418,1,ENSMUSG00000023345
Trip6,0.059186878,0.954093011,ENSMUSG00000023348
Clec4n,-0.000861829,1,ENSMUSG00000023349
Agap3,-0.106595717,1,ENSMUSG00000023353
Tmem176a,0.169258127,1,ENSMUSG00000023367
Kcnk16,0.233217165,0.000119788,ENSMUSG00000023387
Dlx2,0.013695217,1,ENSMUSG00000023391
Slc17a9,0.163156641,0.488536243,ENSMUSG00000023393
Stk31,0.003533614,1,ENSMUSG00000023403
Nfatc4,-0.104026792,0.062932773,ENSMUSG00000023411
Gnb3,-0.007453548,1,ENSMUSG00000023439
Pisd,0.17880278,1,ENSMUSG00000023452
Tpi1,0.0036559,1,ENSMUSG00000023456
Rab12,-0.106346763,1,ENSMUSG00000023460
Tulp2,0.091788481,1,ENSMUSG00000023467
Celsr3,0.435952253,0.236633727,ENSMUSG00000023473
Prph,-0.005937577,1,ENSMUSG00000023484
Pcbp4,-0.055987496,1,ENSMUSG00000023495
Cdca3,-0.016349149,1,ENSMUSG00000023505
C1qtnf12,-0.062559176,1,ENSMUSG00000023571
Ccndbp1,-0.025617561,1,ENSMUSG00000023572
Ogfod2,-0.004403421,1,ENSMUSG00000023707
Mrps23,-0.067281968,1,ENSMUSG00000023723
NA,0.011881482,1,ENSMUSG00000023737
Sfi1,-0.175725969,0.794753766,ENSMUSG00000023764
Pigx,-0.072437758,1,ENSMUSG00000023791
NA,-0.191063407,0.535945528,ENSMUSG00000023795
Tiam2,0.075518564,1,ENSMUSG00000023800
Synj2,0.243477424,0.90100549,ENSMUSG00000023805
Rsph3b,0.057030019,1,ENSMUSG00000023806
Rps6ka2,-0.388155808,0.653114354,ENSMUSG00000023809
Prkn,0.29005449,0.875939371,ENSMUSG00000023826
Agpat4,-0.192142868,1,ENSMUSG00000023827
Slc22a3,-0.042368468,0.53968955,ENSMUSG00000023828
Igf2r,-0.00813924,1,ENSMUSG00000023830
Acat2,0.000844278,1,ENSMUSG00000023832
Lnpep,0.21771744,1,ENSMUSG00000023845
Chd1,0.04349796,1,ENSMUSG00000023852
Mpc1,0.225501757,1,ENSMUSG00000023861
Pde10a,-0.234735863,0.392946756,ENSMUSG00000023868
1700010I14Rik,0.154718522,0.507788582,ENSMUSG00000023873
Zfp54,0.158034965,0.814167885,ENSMUSG00000023882
Phf10,-0.082074435,1,ENSMUSG00000023883
Thbs2,0.091219658,0.848080044,ENSMUSG00000023885
Smoc2,0.033756365,1,ENSMUSG00000023886
Zfp51,-0.040454297,1,ENSMUSG00000023892
Zscan10,-0.151412115,0.172285428,ENSMUSG00000023902
Mmp25,-0.33830347,0.677704252,ENSMUSG00000023903
Hcfc1r1,0.094498943,1,ENSMUSG00000023904
Tnfrsf12a,2.504405536,0.002280947,ENSMUSG00000023905
Pkmyt1,-0.130596909,1,ENSMUSG00000023908
Paqr4,0.00986827,1,ENSMUSG00000023909
Flywch2,0.043036098,1,ENSMUSG00000023911
Slc25a27,-0.049574348,1,ENSMUSG00000023912
Pla2g7,-0.024311685,1,ENSMUSG00000023913
Mep1a,-0.015120957,1,ENSMUSG00000023914
Tnfrsf21,0.09327337,1,ENSMUSG00000023915
Adgrf4,-0.004910769,1,ENSMUSG00000023918
Cenpq,-0.017489267,1,ENSMUSG00000023919
Mmut,-0.234751776,1,ENSMUSG00000023921
Tbc1d5,-0.088605497,1,ENSMUSG00000023923
Satb1,0.010122048,1,ENSMUSG00000023927
Efhb,-0.029356421,1,ENSMUSG00000023931
Cdc5l,-0.235421072,1,ENSMUSG00000023932
Spats1,-0.026744224,1,ENSMUSG00000023935
Aars2,0.004550192,1,ENSMUSG00000023938
Mrpl14,0.264540189,1,ENSMUSG00000023939
Sgo1,0.183569498,0.133224204,ENSMUSG00000023940
Slc29a1,-0.174073393,1,ENSMUSG00000023942
Hsp90ab1,-0.150161466,1,ENSMUSG00000023944
Slc5a7,0.07028142,0.576923854,ENSMUSG00000023945
Nfkbie,-0.111365522,1,ENSMUSG00000023947
Tcte1,-0.74423459,0.164326638,ENSMUSG00000023949
Vegfa,-0.132453282,0.468616606,ENSMUSG00000023951
