symbol,LCF,FDR,ID
NA,0.024125621,0.834833956,ENSMUSG00000097762
NA,-0.086755432,1,ENSMUSG00000097763
5730420D15Rik,-0.076153004,0.378639823,ENSMUSG00000097766
Miat,0.051332407,1,ENSMUSG00000097767
2310043M15Rik,-0.121761386,1,ENSMUSG00000097768
5430416N02Rik,-0.016756853,1,ENSMUSG00000097772
NA,-0.025143248,0.851037334,ENSMUSG00000097773
NA,-0.002257244,1,ENSMUSG00000097777
9330136K24Rik,-0.16282813,0.670813715,ENSMUSG00000097781
NA,-7.317045374,9.36E-05,ENSMUSG00000097784
B230217O12Rik,-0.158559579,1,ENSMUSG00000097785
NA,-0.125804508,1,ENSMUSG00000097786
2700046G09Rik,-0.130894196,0.384236538,ENSMUSG00000097787
NA,-0.329036011,0.493549789,ENSMUSG00000097788
Gm2115,-0.297586598,0.608246181,ENSMUSG00000097789
NA,-0.007767353,1,ENSMUSG00000097790
NA,0.129074233,0.5866724,ENSMUSG00000097792
NA,0.266305219,0.912410724,ENSMUSG00000097793
NA,0.225016499,0.175729289,ENSMUSG00000097797
Rpl31-ps16,0.074746317,0.944689206,ENSMUSG00000097803
Gm16685,0.198534314,0.023953811,ENSMUSG00000097804
NA,0.028876827,0.884899611,ENSMUSG00000097805
NA,-0.040787636,0.939913027,ENSMUSG00000097807
Panct2,-0.004616328,1,ENSMUSG00000097814
NA,0.128715341,0.535945528,ENSMUSG00000097816
NA,-0.052318201,1,ENSMUSG00000097817
NA,-0.025923065,0.655870662,ENSMUSG00000097819
NA,0.123710608,1,ENSMUSG00000097820
NA,-0.01075079,1,ENSMUSG00000097821
NA,0.140156899,0.616081193,ENSMUSG00000097823
9630001P10Rik,0.081100495,0.610143227,ENSMUSG00000097825
NA,0.069087902,0.707314443,ENSMUSG00000097827
NA,-0.225242649,1,ENSMUSG00000097828
NA,-0.006778815,1,ENSMUSG00000097831
NA,0.1197541,1,ENSMUSG00000097832
Gm5976,-0.016457623,1,ENSMUSG00000097833
NA,-0.001742996,1,ENSMUSG00000097834
NA,-0.004293144,1,ENSMUSG00000097835
NA,-0.264193931,0.251168555,ENSMUSG00000097836
NA,-0.047596602,0.579223498,ENSMUSG00000097840
9330104G04Rik,-0.223022065,0.000447817,ENSMUSG00000097842
A230020J21Rik,-0.019804722,0.83871049,ENSMUSG00000097845
NA,-0.006595277,1,ENSMUSG00000097847
Platr30,0.061628175,0.767303316,ENSMUSG00000097851
4933405D12Rik,0.003811282,1,ENSMUSG00000097852
NA,-0.006205715,1,ENSMUSG00000097854
A930007I19Rik,0.054452484,0.707305782,ENSMUSG00000097855
NA,-0.145104843,2.89E-37,ENSMUSG00000097863
NA,0.031524063,0.958453749,ENSMUSG00000097874
NA,0.00373284,1,ENSMUSG00000097875
NA,0.043332074,1,ENSMUSG00000097876
NA,0.106811229,0.151634529,ENSMUSG00000097877
Celrr,-0.020034204,0.836083504,ENSMUSG00000097881
0610038B21Rik,-0.005909824,0.843976522,ENSMUSG00000097882
NA,-0.102779145,0.545357505,ENSMUSG00000097885
NA,0.03545269,1,ENSMUSG00000097887
Gm26682,0.13215776,0.331557458,ENSMUSG00000097888
NA,-0.045598518,0.097520092,ENSMUSG00000097890
Gm3650,-0.12453883,0.592685936,ENSMUSG00000097891
NA,-0.034374474,1,ENSMUSG00000097892
NA,0.037053519,0.907011509,ENSMUSG00000097893
NA,-0.094095171,0.577983235,ENSMUSG00000097895
NA,-0.002306002,1,ENSMUSG00000097896
Gm16894,-0.052075819,1,ENSMUSG00000097899
NA,-0.049575751,0.916656753,ENSMUSG00000097900
NA,-0.119805062,1,ENSMUSG00000097903
Gm9625,0.091811504,1,ENSMUSG00000097906
4933404O12Rik,0.13474913,0.51074979,ENSMUSG00000097908
Hdnr,0.101877642,0.610143227,ENSMUSG00000097910
NA,-0.251762694,0.633889181,ENSMUSG00000097911
NA,-0.010420608,1,ENSMUSG00000097914
A330009N23Rik,0.021195892,1,ENSMUSG00000097915
Gm26839,-0.048517956,0.126865701,ENSMUSG00000097917
Ascl5,0.006603078,1,ENSMUSG00000097918
Gm27021,-0.058051167,0.677221352,ENSMUSG00000097919
NA,-0.091576765,0.12725687,ENSMUSG00000097923
NA,-0.221205993,0.714704188,ENSMUSG00000097924
NA,-0.012691487,1,ENSMUSG00000097927
NA,-0.097366361,0.585207961,ENSMUSG00000097930
1700039M10Rik,-0.017223188,1,ENSMUSG00000097933
6720483E21Rik,-0.098782956,0.017138047,ENSMUSG00000097934
Gm3809,-0.028398366,0.863981721,ENSMUSG00000097935
NA,0.010028118,0.878878131,ENSMUSG00000097944
Gm4217,-0.050701544,0.696864379,ENSMUSG00000097954
NA,-0.005244325,1,ENSMUSG00000097955
A330074K22Rik,0.097254864,0.096826479,ENSMUSG00000097960
NA,0.081704879,0.904660033,ENSMUSG00000097961
1700034G24Rik,-0.001348752,1,ENSMUSG00000097962
Gm4929,0.012794432,1,ENSMUSG00000097973
NA,-0.165085474,0.698628315,ENSMUSG00000097974
NA,-6.579321849,0.000380239,ENSMUSG00000097976
Gm5652,1.809906297,0.027241577,ENSMUSG00000097977
Gm4691,0.194606807,0.572028225,ENSMUSG00000097979
NA,-0.005130028,1,ENSMUSG00000097980
NA,0.057334967,0.962331715,ENSMUSG00000097986
Gm17786,-0.011683653,1,ENSMUSG00000097987
Gm4335,0.073999565,1,ENSMUSG00000097989
Gm19557,0.359083132,0.189280992,ENSMUSG00000097990
NA,0.218330764,0.262335072,ENSMUSG00000097994
NA,-0.007825443,1,ENSMUSG00000097997
NA,0.044411266,0.900266615,ENSMUSG00000097998
NA,0.050153193,0.784031841,ENSMUSG00000098001
Gm8565,-0.692937465,0.10254432,ENSMUSG00000098006
A930001A20Rik,0.028628884,1,ENSMUSG00000098008
NA,-0.153998865,0.480640242,ENSMUSG00000098009
Gm2546,-0.071017639,0.901376889,ENSMUSG00000098019
NA,-0.099663932,0.468995828,ENSMUSG00000098021
Zfp82,-0.051279348,0.720850758,ENSMUSG00000098022
NA,-0.040233536,0.726922683,ENSMUSG00000098024
NA,-0.002378734,1,ENSMUSG00000098026
NA,-0.00216868,1,ENSMUSG00000098027
Gm5335,0.101316154,0.817587045,ENSMUSG00000098035
NA,-0.068376514,0.135731998,ENSMUSG00000098041
Gm8330,0.004623987,0.909612735,ENSMUSG00000098048
NA,0.020587605,0.768786679,ENSMUSG00000098050
NA,-0.159732939,0.464932324,ENSMUSG00000098051
NA,0.062780841,1,ENSMUSG00000098055
NA,0.015874016,1,ENSMUSG00000098062
NA,-0.198163681,0.391232735,ENSMUSG00000098066
Gm7909,-0.115969227,0.653983394,ENSMUSG00000098068
Gm26994,-0.022619343,0.832635495,ENSMUSG00000098075
NA,-0.02909786,1,ENSMUSG00000098076
Gm17750,-0.035266908,0.327065443,ENSMUSG00000098087
NA,-0.136564148,0.703325593,ENSMUSG00000098088
2700099C18Rik,0.106435899,1,ENSMUSG00000098090
Gm16470,0.125620622,0.73973689,ENSMUSG00000098091
Gm2076,0.024938378,0.849648968,ENSMUSG00000098092
Bvht,0.150436159,0.904793409,ENSMUSG00000098098
NA,-0.55566568,0.21975426,ENSMUSG00000098104
NA,0.015027834,1,ENSMUSG00000098108
Gm4654,0.202113938,0.558625559,ENSMUSG00000098111
Bin2,-0.066797085,0.033477117,ENSMUSG00000098112
Gm2445,0.049065108,0.946935367,ENSMUSG00000098113
Gm5914,-0.14672193,0.548320847,ENSMUSG00000098120
NA,-0.002039518,1,ENSMUSG00000098121
NA,0.579489172,0.104127363,ENSMUSG00000098123
Gm3693,-0.040639416,0.107977672,ENSMUSG00000098128
NA,-0.008393875,1,ENSMUSG00000098129
Rassf10,0.004622257,0.882075273,ENSMUSG00000098132
Rnf113a2,0.034463484,1,ENSMUSG00000098134
Gm9081,-0.037957919,0.830147711,ENSMUSG00000098138
Gm7507,-0.066209839,1,ENSMUSG00000098142
NA,-0.014364233,0.983189471,ENSMUSG00000098143
NA,-0.019791568,0.71432842,ENSMUSG00000098146
Gapdh-ps14,0.066108709,0.752922053,ENSMUSG00000098149
Gm5787,-0.147932707,0.455035828,ENSMUSG00000098154
NA,-0.031215777,1,ENSMUSG00000098155
NA,0.068315056,0.684132838,ENSMUSG00000098156
Gm4804,-0.066598198,0.119310004,ENSMUSG00000098158
NA,-0.041199456,0.818373614,ENSMUSG00000098164
Gm7545,0.040330726,0.800851867,ENSMUSG00000098175
Ccdc166,0.05520526,1,ENSMUSG00000098176
Gm4823,0.062300167,1,ENSMUSG00000098177
Gm5430,0.369601242,0.236626074,ENSMUSG00000098180
Rps12-ps24,0.082226111,1,ENSMUSG00000098181
Gm27011,-0.025469777,0.984241811,ENSMUSG00000098184
Gm8927,-0.069637623,0.731655784,ENSMUSG00000098187
Sowahc,0.034390967,1,ENSMUSG00000098188
Gm3534,0.033499876,0.956649774,ENSMUSG00000098192
Gm7286,0.00157786,0.912996778,ENSMUSG00000098194
NA,0.070224479,0.571085598,ENSMUSG00000098196
BC051537,-0.034615516,0.775468693,ENSMUSG00000098197
NA,-0.095970882,1,ENSMUSG00000098198
NA,-0.095324687,0.822747269,ENSMUSG00000098201
NA,0.031623906,1,ENSMUSG00000098202
NA,0.011164906,0.90282939,ENSMUSG00000098204
Gm8349,0.632114727,0.106196358,ENSMUSG00000098208
NA,-0.005070383,1,ENSMUSG00000098210
Gm7069,0.08415246,0.669640484,ENSMUSG00000098215
Gm7481,0.147295884,0.327719464,ENSMUSG00000098219
NA,-0.107674882,0.046759182,ENSMUSG00000098221
NA,0.06172779,0.76963215,ENSMUSG00000098222
Gm4891,0.316963939,0.199213605,ENSMUSG00000098223
Gm7985,0.011362032,0.900904155,ENSMUSG00000098224
Gm3671,0.146363442,0.50007976,ENSMUSG00000098232
NA,-0.047475521,0.747232132,ENSMUSG00000098233
Snhg6,0.084618044,1,ENSMUSG00000098234
Gm8756,0.077380798,0.713887013,ENSMUSG00000098238
Gm4575,0.084601818,0.912996778,ENSMUSG00000098240
NA,0.019491302,1,ENSMUSG00000098243
Mir8094,-0.011697286,0.894651059,ENSMUSG00000098269
Rpl24,0.704821275,0.015907197,ENSMUSG00000098274
Mir6358,4.26332034,0.183094062,ENSMUSG00000098276
NA,0.018824248,1,ENSMUSG00000098284
NA,0.067646827,0.882145416,ENSMUSG00000098292
NA,0.030866044,1,ENSMUSG00000098298
Lockd,-0.021092864,0.971914695,ENSMUSG00000098318
Pigbos1,0.05526072,1,ENSMUSG00000098332
NA,-0.101440985,0.040306343,ENSMUSG00000098340
NA,-0.018885148,0.879420133,ENSMUSG00000098355
Mir130c,0.018557421,1,ENSMUSG00000098362
NA,-0.146398853,0.322315754,ENSMUSG00000098374
Mir6347,0.048883938,1,ENSMUSG00000098379
Mir8109,0.04797873,1,ENSMUSG00000098388
NA,0.060159833,1,ENSMUSG00000098403
Mrip-ps,-0.252293638,0.167371305,ENSMUSG00000098404
NA,0.177093303,0.373769869,ENSMUSG00000098410
NA,-0.050980601,0.904767936,ENSMUSG00000098412
NA,0.018207807,1,ENSMUSG00000098424
Mir7666,-0.089138664,0.612685428,ENSMUSG00000098431
NA,0.01461802,1,ENSMUSG00000098447
Mir6362,-0.009753407,1,ENSMUSG00000098448
Gm7467,-0.006732326,1,ENSMUSG00000098449
Mir6363,0.290999443,0.357957903,ENSMUSG00000098482
Gm19353,-0.168999231,0.2501269,ENSMUSG00000098492
Mir8099-1,0.033886218,1,ENSMUSG00000098498
Gm14496,0.045489245,0.640430989,ENSMUSG00000098505
Phf20-ps,-1.070520838,0.009041076,ENSMUSG00000098506
NA,-0.003749533,1,ENSMUSG00000098534
Mir7211,-0.001394861,1,ENSMUSG00000098544
NA,0.013351931,0.887316848,ENSMUSG00000098549
Gm27217,-0.074024791,0.878672762,ENSMUSG00000098552
Kctd12,-0.031824728,1,ENSMUSG00000098557
Gm15013,0.120631561,0.763202327,ENSMUSG00000098559
NA,0.0438813,0.667689565,ENSMUSG00000098560
Mir6402,-0.005202433,1,ENSMUSG00000098563
NA,0.111458713,0.328621776,ENSMUSG00000098573
Mir6340,0.12369152,0.621201323,ENSMUSG00000098588
Gm1113,-0.007320684,1,ENSMUSG00000098590
NA,-0.173953539,0.095288646,ENSMUSG00000098603
NA,-0.797971508,0.09514832,ENSMUSG00000098609
NA,-0.078744382,0.722006282,ENSMUSG00000098620
Mir8112,0.062374431,1,ENSMUSG00000098623
Mir6953,-0.161978178,0.691145662,ENSMUSG00000098625
NA,-0.023208611,0.767727518,ENSMUSG00000098626
4930524O08Rik,0.073645474,1,ENSMUSG00000098627
NA,0.014038979,1,ENSMUSG00000098630
NA,-0.003774594,0.914147224,ENSMUSG00000098645
NA,-0.091329769,0.657054762,ENSMUSG00000098650
Mroh6,-0.025995356,1,ENSMUSG00000098678
Mir7688,0.023689253,0.901376889,ENSMUSG00000098679
NA,-0.003876686,1,ENSMUSG00000098684
NA,-0.001898404,1,ENSMUSG00000098685
NA,-0.002685428,0.916186478,ENSMUSG00000098688
1500015A07Rik,0.124023241,0.914033419,ENSMUSG00000098702
NA,-0.046696503,1,ENSMUSG00000098703
NA,0.009130565,1,ENSMUSG00000098708
NA,-0.078545912,0.885945997,ENSMUSG00000098711
Rps2-ps5,0.202671195,0.572106595,ENSMUSG00000098713
NA,-0.009214236,0.888001156,ENSMUSG00000098716
Mir496b,0.085419734,0.991744124,ENSMUSG00000098718
Mir6357,-0.432133392,0.118979235,ENSMUSG00000098721
NA,-0.006613225,1,ENSMUSG00000098729
NA,-0.168839602,0.510880521,ENSMUSG00000098739
NA,-0.082490358,0.745589846,ENSMUSG00000098749
Gm18821,-0.214357057,0.431886468,ENSMUSG00000098761
Jmjd7,-0.022186244,1,ENSMUSG00000098789
NA,-0.034351718,0.824586873,ENSMUSG00000098793
NA,0.02577933,1,ENSMUSG00000098801
NA,-0.134410516,0.201114746,ENSMUSG00000098825
Kdm4dl,-0.016613961,1,ENSMUSG00000098832
Gm20111,0.046802149,1,ENSMUSG00000098837
NA,0.012109499,1,ENSMUSG00000098854
NA,-0.003422107,1,ENSMUSG00000098857
NA,0.032598763,0.725076132,ENSMUSG00000098859
Mir6381,0.009890253,1,ENSMUSG00000098871
Mir6392,-0.030424662,1,ENSMUSG00000098882
Mir6385,0.074600379,0.191979315,ENSMUSG00000098886
NA,-0.007301293,4.74E-13,ENSMUSG00000098889
Gm17828,0.057499058,0.748643434,ENSMUSG00000098893
NA,-0.011634577,1,ENSMUSG00000098900
Zfp953,-0.077241556,1.66E-22,ENSMUSG00000098905
NA,0.069432177,0.665671543,ENSMUSG00000098908
1500004A13Rik,-0.020404737,1,ENSMUSG00000098912
NA,0.067363724,0.675321733,ENSMUSG00000098914
NA,0.034485437,0.925289845,ENSMUSG00000098915
Mir8102,-0.069798894,1,ENSMUSG00000098919
Tmem185b,0.034677558,1,ENSMUSG00000098923
Mir8099-2,-0.46600307,0.118979235,ENSMUSG00000098931
Mir8120,-0.004782768,0.912690301,ENSMUSG00000098944
NA,-0.027618272,0.853565699,ENSMUSG00000098967
Mir6236,-0.057684273,0.995314926,ENSMUSG00000098973
NA,0.178693649,0.484059108,ENSMUSG00000098977
NA,0.093557486,0.727348233,ENSMUSG00000098983
Gm27219,-0.015917116,1,ENSMUSG00000098985
NA,-0.28210261,0.362566299,ENSMUSG00000099019
NA,-0.06708468,1,ENSMUSG00000099021
NA,0.057962949,1,ENSMUSG00000099024
Tcf24,-0.008074065,1,ENSMUSG00000099032
NA,-0.457332189,0.085717688,ENSMUSG00000099034
NA,-0.012169333,0.901938821,ENSMUSG00000099041
NA,0.134529546,1,ENSMUSG00000099051
NA,-0.002703377,1,ENSMUSG00000099054
NA,0.011269779,1,ENSMUSG00000099061
Mir8095,-0.0075928,0.911800262,ENSMUSG00000099071
Atf7,0.08807548,1,ENSMUSG00000099083
NA,0.158690727,0.030703352,ENSMUSG00000099094
NA,0.090355573,1,ENSMUSG00000099098
Gm17087,-0.146044416,0.684362842,ENSMUSG00000099104
NA,0.059124393,0.70603113,ENSMUSG00000099115
NA,-0.043692076,0.840321208,ENSMUSG00000099126
NA,0.049431593,0.99938197,ENSMUSG00000099137
1110028F18Rik,-0.016177192,1,ENSMUSG00000099139
NA,-0.000699995,1,ENSMUSG00000099143
Mir8116,0.020975771,1,ENSMUSG00000099145
0610031O16Rik,0.06580537,0.78031407,ENSMUSG00000099146
NA,-0.026286541,1,ENSMUSG00000099150
NA,0.014968905,0.770345435,ENSMUSG00000099151
NA,-0.003575701,1,ENSMUSG00000099162
NA,0.021993111,1,ENSMUSG00000099190
NA,-0.00550191,1,ENSMUSG00000099201
Gm10637,-0.005376496,1,ENSMUSG00000099207
NA,-0.128325233,0.282730585,ENSMUSG00000099250
Gm7863,-0.017937179,0.879792515,ENSMUSG00000099253
NA,0.058333966,0.682622525,ENSMUSG00000099310
NA,0.010053645,1,ENSMUSG00000099316
NA,0.192854867,0.719312832,ENSMUSG00000099318
NA,0.043575665,0.455300614,ENSMUSG00000099338
Gm18180,-0.265596308,0.358296052,ENSMUSG00000099342
NA,-1.863279903,0.01529699,ENSMUSG00000099343
1700124L16Rik,0.174560201,0.083566922,ENSMUSG00000099354
NA,-0.021395635,1,ENSMUSG00000099373
NA,-0.006988517,0.793119194,ENSMUSG00000099375
Gm6159,-0.115013766,0.759169215,ENSMUSG00000099377
Gm9540,-0.334296462,0.254674009,ENSMUSG00000099385
NA,-0.094958673,0.662275729,ENSMUSG00000099389
NA,0.381014765,0.343684393,ENSMUSG00000099397
2310015D24Rik,-0.018193859,1,ENSMUSG00000099411
1700028B04Rik,-0.152301379,0.571085598,ENSMUSG00000099417
NA,-0.025182262,1,ENSMUSG00000099422
Gm17826,0.093953544,0.86804531,ENSMUSG00000099423
1600019K03Rik,0.038602939,1,ENSMUSG00000099429
Gm18849,-0.035371937,0.817604377,ENSMUSG00000099432
Gm29240,0.226386822,0.372876934,ENSMUSG00000099444
NA,-0.166024578,0.256814778,ENSMUSG00000099465
NA,0.10383601,0.097693091,ENSMUSG00000099470
Gm8451,-0.049726226,1,ENSMUSG00000099471
NA,-0.027202273,0.775347858,ENSMUSG00000099472
1700097N02Rik,0.029844026,1,ENSMUSG00000099474
NA,0.055228512,1,ENSMUSG00000099478
Xndc1,0.057800745,0.908835365,ENSMUSG00000099481
NA,-0.106862713,0.907087874,ENSMUSG00000099488
Gm5525,-0.158801549,1,ENSMUSG00000099492
NA,-0.096312044,1,ENSMUSG00000099510
H3c8,-0.007916096,0.911519635,ENSMUSG00000099517
NA,-0.115254988,0.327630242,ENSMUSG00000099521
2410012E07Rik,-0.113981534,0.002222283,ENSMUSG00000099528
NA,-0.004244612,1,ENSMUSG00000099543
Gm29538,0.018561489,1,ENSMUSG00000099553
NA,0.066451049,0.297869626,ENSMUSG00000099556
Mrgprx3-ps,-0.157792542,0.901506287,ENSMUSG00000099560
NA,0.082056422,0.199037981,ENSMUSG00000099561
Gm28729,-0.036922153,0.730118369,ENSMUSG00000099564
NA,-0.003995466,1,ENSMUSG00000099574
1700120K04Rik,0.139681894,0.626313612,ENSMUSG00000099579
H3c4,-0.097375211,1.23E-20,ENSMUSG00000099583
C330022C24Rik,-0.007823146,0.911519635,ENSMUSG00000099590
Gm28548,0.026424292,1,ENSMUSG00000099599
NA,0.034144179,1,ENSMUSG00000099600
Gm6651,-0.0595204,1,ENSMUSG00000099604
4932413F04Rik,-0.038828044,1,ENSMUSG00000099616
Mrgprb13,-0.052171551,0.340387361,ENSMUSG00000099620
NA,0.029329062,0.789928032,ENSMUSG00000099622
NA,-0.041411472,0.637990169,ENSMUSG00000099625
1700096J18Rik,-0.076179401,0.124036026,ENSMUSG00000099630
NA,0.136293682,0.68426288,ENSMUSG00000099631
2900093K20Rik,-0.064730787,1,ENSMUSG00000099632
NA,0.259638647,0.329851347,ENSMUSG00000099634
NA,-0.0054304,1,ENSMUSG00000099644
NA,-0.195912905,1,ENSMUSG00000099647
NA,0.058605952,0.824022902,ENSMUSG00000099655
Gm9322,-0.003945656,1,ENSMUSG00000099659
NA,-0.441369334,0.291195365,ENSMUSG00000099662
NA,0.102231708,0.717409024,ENSMUSG00000099681
NA,-0.029655117,1,ENSMUSG00000099686
Zfp383,0.013227723,1,ENSMUSG00000099689
Gm5696,-0.111746327,0.549501582,ENSMUSG00000099692
2900052N01Rik,-0.087008304,0.805931458,ENSMUSG00000099696
Gm29536,0.0055231,1,ENSMUSG00000099706
NA,0.0145994,1,ENSMUSG00000099708
Gm29154,-0.105289636,0.124941834,ENSMUSG00000099722
1700122H20Rik,-0.075157621,1,ENSMUSG00000099735
1700025K24Rik,0.013575133,1,ENSMUSG00000099747
NA,0.138843022,0.547315824,ENSMUSG00000099752
NA,0.027122282,1,ENSMUSG00000099757
1700030C10Rik,-0.091267335,0.809729839,ENSMUSG00000099759
NA,-0.097158887,0.072542773,ENSMUSG00000099760
Gm21149,0.065523537,0.263671965,ENSMUSG00000099762
Rps10-ps2,-0.09293153,1,ENSMUSG00000099764
NA,-0.022943255,1,ENSMUSG00000099767
NA,0.029571407,1,ENSMUSG00000099773
NA,-0.260595341,0.407562006,ENSMUSG00000099779
NA,-0.186955704,0.679995095,ENSMUSG00000099797
1810012K16Rik,-0.027015331,1,ENSMUSG00000099825
NA,0.406543683,0.186349748,ENSMUSG00000099835
NA,0.078802686,0.153887991,ENSMUSG00000099839
Gm7160,0.02059286,0.92771106,ENSMUSG00000099843
NA,-0.036017869,1,ENSMUSG00000099851
NA,0.079475485,0.660320334,ENSMUSG00000099853
Gm6652,-0.962098827,0.069129029,ENSMUSG00000099858
Gm7200,0.01261803,1,ENSMUSG00000099870
1700074H08Rik,-0.007850905,1,ENSMUSG00000099872
NA,-0.002044243,1,ENSMUSG00000099874
NA,0.016125548,1,ENSMUSG00000099875
NA,0.005734069,0.884187753,ENSMUSG00000099876
2810013P06Rik,-0.019889279,1,ENSMUSG00000099881
Mrgprb11-ps,-0.003349517,1,ENSMUSG00000099889
NA,0.000401643,1,ENSMUSG00000099890
Gm5575,-0.493193403,0.099847142,ENSMUSG00000099891
NA,0.037145614,0.698173686,ENSMUSG00000099893
NA,-0.054133925,1,ENSMUSG00000099902
Gm10421,-0.00412116,1,ENSMUSG00000099907
NA,-0.134484925,0.714506329,ENSMUSG00000099913
NA,-0.00044615,0.954344822,ENSMUSG00000099923
NA,-0.074921175,0.686771227,ENSMUSG00000099924
Gm8226,0.40817895,0.189280992,ENSMUSG00000099927
NA,0.033667482,0.668887149,ENSMUSG00000099931
Gm18356,-0.035275609,0.788954136,ENSMUSG00000099952
NA,-0.013056988,1,ENSMUSG00000099958
Gm29514,-0.441676571,0.091372628,ENSMUSG00000099964
NA,-0.083448762,1,ENSMUSG00000099966
1700029J03Rik,-0.001383961,1,ENSMUSG00000099968
NA,-0.083161058,0.550775565,ENSMUSG00000099969
Gm18796,0.005611236,1,ENSMUSG00000099973
Bcl2a1d,-0.002244429,1,ENSMUSG00000099974
Gm5896,-0.038113072,0.839928019,ENSMUSG00000099979
Gm5619,0.094710699,0.824586873,ENSMUSG00000099980
Gm20281,-0.108629557,0.654270602,ENSMUSG00000099989
Tubb4b-ps2,-0.170034539,1,ENSMUSG00000099997
Gm6501,-0.299484373,0.249971978,ENSMUSG00000099998
NA,0.013116609,1,ENSMUSG00000100000
1810007D17Rik,0.096514826,0.420741169,ENSMUSG00000100001
Gm29642,-0.104963189,0.425913833,ENSMUSG00000100002
B130024G19Rik,0.044295141,1,ENSMUSG00000100005
NA,0.215767244,0.614663713,ENSMUSG00000100007
NA,-0.106931269,1,ENSMUSG00000100009
2410022M11Rik,0.014464221,1,ENSMUSG00000100017
Gm7776,-0.127487687,0.749383746,ENSMUSG00000100018
Gm8141,-0.472234576,0.317544205,ENSMUSG00000100025
Gm8337,-0.500825391,0.153169592,ENSMUSG00000100033
NA,-0.068144815,1,ENSMUSG00000100037
NA,-0.017238505,1,ENSMUSG00000100039
Gm28154,-0.003683545,0.912710936,ENSMUSG00000100053
Gm18969,-0.152496631,0.541146774,ENSMUSG00000100065
NA,-0.096071213,0.847135146,ENSMUSG00000100075
NA,0.156037535,0.926210024,ENSMUSG00000100078
NA,0.004773724,1,ENSMUSG00000100081
2310068J16Rik,0.064835176,0.949798119,ENSMUSG00000100084
NA,-0.063537612,1,ENSMUSG00000100104
NA,1.778263837,0.063105652,ENSMUSG00000100113
NA,-0.002084201,1,ENSMUSG00000100129
NA,0.000682858,1,ENSMUSG00000100130
NA,-0.156562392,1,ENSMUSG00000100131
1700047M11Rik,-0.04936286,0.099385354,ENSMUSG00000100147
Ppp1ccb,-0.075634399,0.920148601,ENSMUSG00000100153
NA,-0.048589042,0.484016675,ENSMUSG00000100154
Gm2109,0.12382001,0.817233586,ENSMUSG00000100155
NA,0.065419682,1,ENSMUSG00000100156
2310034O05Rik,0.005096971,0.82223909,ENSMUSG00000100157
NA,0.022921744,1,ENSMUSG00000100158
NA,-0.049190217,1,ENSMUSG00000100160
NA,-0.031000191,1,ENSMUSG00000100162
2610306M01Rik,0.177281914,1,ENSMUSG00000100164
NA,-0.043607688,1,ENSMUSG00000100170
1810006J02Rik,0.006245209,0.127804301,ENSMUSG00000100182
NA,0.024360866,1,ENSMUSG00000100183
NA,-0.122380661,0.452756306,ENSMUSG00000100192
Gm20324,-0.151425278,0.036024903,ENSMUSG00000100199
NA,-0.005613615,1,ENSMUSG00000100201
Gm4849,-0.163561724,0.623340747,ENSMUSG00000100204
H3c7,-0.109908978,0.062005086,ENSMUSG00000100210
1700064M15Rik,0.013491184,0.840321208,ENSMUSG00000100211
NA,0.008004932,0.844563552,ENSMUSG00000100213
Gm8292,0.118785681,0.771834464,ENSMUSG00000100215
NA,-0.014971169,1,ENSMUSG00000100220
Psmb6-ps2,-0.088043991,1,ENSMUSG00000100222
Gm29257,0.130763199,0.806625495,ENSMUSG00000100228
NA,-0.138723532,0.100258576,ENSMUSG00000100235
Mir124-2hg,0.013820153,1,ENSMUSG00000100252
NA,-0.148545714,0.211235245,ENSMUSG00000100255
NA,-1.798307461,0.001610534,ENSMUSG00000100261
1700006F04Rik,-0.027915274,0.783646571,ENSMUSG00000100274
1810053B23Rik,-0.00749066,0.896775559,ENSMUSG00000100277
NA,-0.217906887,0.132280101,ENSMUSG00000100280
4930422M22Rik,-0.135152586,0.436884007,ENSMUSG00000100281
2310069B03Rik,0.053184673,0.263848925,ENSMUSG00000100291
6030407O03Rik,0.115546052,0.05675336,ENSMUSG00000100301
NA,0.109191084,0.191869195,ENSMUSG00000100303
NA,-0.007228703,1,ENSMUSG00000100309
NA,-0.00402106,0.002240523,ENSMUSG00000100313
NA,-0.29569517,0.346983979,ENSMUSG00000100319
NA,-0.076276154,0.47387455,ENSMUSG00000100320
NA,-0.169065255,0.380352023,ENSMUSG00000100337
Gm7895,-0.066525956,0.933755983,ENSMUSG00000100347
Gm7867,-0.014557698,0.901506287,ENSMUSG00000100351
NA,-0.258098108,0.314259292,ENSMUSG00000100361
NA,-0.352319179,0.287937861,ENSMUSG00000100362
NA,-0.042789266,1,ENSMUSG00000100387
NA,-0.025470791,0.608492398,ENSMUSG00000100393
NA,0.245883622,0.116290681,ENSMUSG00000100394
NA,0.002605522,1,ENSMUSG00000100396
Gm28071,-0.335470872,0.280186203,ENSMUSG00000100397
NA,0.047172671,0.780340175,ENSMUSG00000100398
NA,0.197513512,0.660320334,ENSMUSG00000100405
2310020H05Rik,-0.013899924,1,ENSMUSG00000100410
Gm29595,-0.097161821,0.73727826,ENSMUSG00000100417
NA,0.111659119,0.284622704,ENSMUSG00000100426
NA,-0.018710696,1,ENSMUSG00000100430
NA,0.067362473,1,ENSMUSG00000100432
Gm7266,-0.129563267,0.972918523,ENSMUSG00000100441
